5 0.53328
6 0.52624
7 0.52976
8 0.582858
9 0.805019
10 1.05775
11 1.44086
12 1.90547
13 2.47123
14 2.93096
15 3.91481
16 4.58823
17 5.40188
18 6.44792
19 7.53341
20 9.08695
21 10.3266
22 11.4687
23 13.7406
24 15.131
25 17.372
26 19.741
27 22.4657
28 24.4389
29 26.6182
30 30.2981
31 32.3649
32 37.4432
33 38.981
34 45.4815
35 46.5838
36 53.7232
37 54.0946
38 62.6417
39 63.9967
40 67.986
41 77.4665
42 83.0286
43 87.1286
44 96.8024
45 101.201
46 106.139
47 121.309
48 126.611
49 131.323
50 139.278
51 147.343
52 161.834
53 163.437
54 174.61
55 180.747
56 205.118
57 208.413
58 219.401
59 228.323
60 241.794
61 259.981
62 258.746
63 278.959
64 290.758
65 307.715
66 317.317
67 336.522
68 348.68
69 370.832
70 379.498
71 391.992
72 405.557
73 431.45
74 453.343
75 475.562
76 479.047
77 497.24
78 500.128
79 506.468
80 492.548
81 517.44
82 513.76
83 522.88
84 522.64
85 529.36
86 541.6
87 548.48
88 546.6
89 566.16
90 570.24
91 584.52
92 587.28
93 599.16
94 599.16
