5 0.53328
6 0.52624
7 0.52976
8 0.725271
9 1.08216
10 1.41341
11 1.90158
12 2.59817
13 3.31827
14 4.01743
15 4.97628
16 6.09217
17 7.19159
18 8.66337
19 10.2275
20 10.949
21 12.9201
22 15.6906
23 16.4402
24 20.6739
25 22.29
26 25.699
27 28.4751
28 34.0356
29 35.0958
30 42.1223
31 42.031
32 48.3072
33 55.2802
34 54.3704
35 63.9469
36 65.8758
37 77.2741
38 83.4152
39 85.7791
40 97.2145
41 101.896
42 109.488
43 108.643
44 124.069
45 134.089
46 130.755
47 157.594
48 154.178
49 167.849
50 173.253
51 199.631
52 199.55
53 213.293
54 224.012
55 261.583
56 265.391
57 262.113
58 291.347
59 302.416
60 302.603
61 353.206
62 348.045
63 357.281
64 388.479
65 397.434
66 411.636
67 428.069
68 417.34
69 427.609
70 445.735
71 445.458
72 457.059
73 463.454
74 456.863
75 473.49
76 492.097
77 499.186
78 504.372
79 502.384
80 510.754
81 514.678
82 511.2
83 515.36
84 523.12
85 531.84
86 526.88
87 537.8
88 552.76
89 563.28
90 568.08
91 593.4
92 595.44
93 590.4
94 594.12
