5 24.7398
6 24.4941
7 24.6579
8 22.2003
9 23.1014
10 21.7907
11 22.8557
12 22.4461
13 22.6099
14 22.3642
15 22.528
16 22.528
17 21.9546
18 22.6918
19 22.9376
20 21.6269
21 22.7738
22 21.9546
23 22.2822
24 23.1014
25 22.7738
26 23.2653
27 22.528
28 23.0195
29 22.6918
30 23.1834
31 22.528
32 22.1184
33 22.7738
34 21.8726
35 22.7738
36 22.6099
37 23.1014
38 22.9376
39 22.9376
40 22.2003
41 22.4461
42 22.3642
43 21.3811
44 22.2822
45 23.1834
46 22.0365
47 22.7738
48 21.545
49 22.9376
50 22.528
51 22.6099
52 22.6918
53 23.0195
54 22.4461
55 22.3642
56 23.0195
57 22.6099
58 22.2003
59 22.2003
60 21.8726
61 23.1014
62 23.1014
63 22.2003
64 22.2003
65 22.3642
66 22.7738
67 22.6918
68 21.9546
69 21.9546
70 22.1184
71 21.8726
72 21.7907
73 21.3811
74 19.7427
75 20.1523
76 19.9885
77 20.6438
78 19.9066
79 19.0874
80 19.0054
81 18.6778
82 19.0054
83 19.2512
84 19.5789
85 19.0874
86 18.0224
87 16.9574
88 16.8755
89 16.4659
90 17.1213
91 17.6947
92 18.1043
93 17.7766
94 17.8586
