5 24.7398
6 24.4941
7 24.6579
8 20.6438
9 20.1523
10 18.432
11 19.0054
12 19.3331
13 20.3162
14 19.0054
15 19.9885
16 19.497
17 19.497
18 19.497
19 19.1693
20 19.7427
21 20.2342
22 18.432
23 19.6608
24 19.415
25 19.1693
26 20.2342
27 19.6608
28 20.1523
29 19.8246
30 20.0704
31 20.1523
32 19.415
33 19.8246
34 20.1523
35 19.497
36 20.48
37 18.2682
38 20.5619
39 19.6608
40 19.1693
41 20.0704
42 20.0704
43 19.6608
44 19.9885
45 20.48
46 20.0704
47 20.2342
48 20.8077
49 20.1523
50 20.0704
51 19.497
52 20.8077
53 20.2342
54 19.2512
55 19.1693
56 20.5619
57 20.8077
58 19.9066
59 19.7427
60 19.7427
61 20.5619
62 19.6608
63 19.8246
64 19.497
65 20.0704
66 20.1523
67 19.1693
68 19.497
69 19.9885
70 19.9066
71 19.6608
72 19.2512
73 19.5789
74 19.497
75 19.9066
76 19.497
77 20.3162
78 19.3331
79 19.0874
80 18.6778
81 19.3331
82 19.415
83 19.7427
84 19.0054
85 19.2512
86 18.432
87 17.5309
88 16.6298
89 17.367
90 17.1213
91 17.2851
92 17.7766
93 18.0224
94 18.1043
